-101.8110032838,-6.2891655661,-72.763956295,-7.7702089132,-4.0826364234,10.3761619033,-14.0876894956,-1.7529660706,-2.1875016928,12.3221773049,-7.1874210816,8.561570639,-9.613934964,7.974483346,-3.5473713681,13.4272159313,-13.3674850126,8.7528314351,-5.6800474047,8.3478602243,0.5175183269,2.9361989755,-7.8279510867,6.2256645897,-5.0150015976,11.4163551479,-10.2420337704,5.3762989839,-3.0045842675,9.8781893511,-10.3889662561,5.897307274,-6.0648326812,6.2855917791,-3.2769029616,4.1054127167,-5.3757585182,4.3907867948,-4.4067070396,4.1993173002,-4.6181051828,3.8757428924,-3.162964121,8.6076760047,-3.5353158065,4.4229717957,-5.5679426027,3.2567664073,-1.9941597843,4.2551309279,-4.5692324597,1.1066481544,0.2637287533,5.099603512,-4.7540309786,3.6341397961,-3.8565581314,5.7332408717,-3.5149498567,1.8875358262
-277.5180907758,41.4858038525,8.2002275843,49.5728017819,9.5337252807,-21.8134511369,18.6671139504,4.1332106677,-29.3586872156,7.0725208946,0.9011010172,-21.7262498755,-6.1059791568,3.1189335324,-5.0921461971,9.6859846294,-0.9680506459,11.360697009,5.2184030844,16.8094175828,7.1599798295,10.2701948283,3.8048789422,0.2623551962,-6.3927649785,-2.965870656,-0.9659029073,-1.0733552294,-8.2098576122,-8.0017870091,-9.5037993015,-2.8846424691,2.8616588243,0.2969042755,-8.6168811122,3.7540108903,2.9132986317,0.1007486912,-4.6686700134,3.8088885954,-0.5021813797,7.8574887949,1.7077783504,-0.1483516422,-0.1930514044,3.0032605188,-5.3870747436,-0.2351375001,3.004711062,-2.3531851326,-5.3128657653,0.0570093223,2.8457570537,-1.8303462679,-1.5968860329,-2.3500126676,-6.6213802096,-4.9156551432,2.2462777434,0.6156963239
-369.9310265382,167.8049832127,-22.6726980668,-11.7692807763,17.733600086,23.4148937085,6.0892974393,5.9426735754,10.3174461074,13.5454930889,12.6409393342,12.4626531176,1.3366828217,-2.8302985715,-4.4421039346,1.1925205229,4.0918874451,8.138859736,6.3678616616,5.2219722838,2.0750172425,3.5057524341,1.3701864475,1.8749587901,2.7212134801,2.5442602521,-0.024331518,1.626866273,3.7401635306,4.6536727362,1.5953405517,-0.875912875,-2.7113141593,1.022194913,2.1876924294,2.3240645595,2.2070302628,1.7905790954,-0.0605854307,1.0975511036,2.4649506765,1.8038801834,0.140052277,0.1497709524,2.1351987815,3.9248099414,2.5219858345,0.5889625432,-0.5105495968,0.5187813907,1.2764905331,1.0102108787,0.1310666743,0.474182468,-0.1194175634,0.291529378,0.2423720687,0.8078968176,1.5646484495,1.871865562
-167.1665250281,259.4972685154,-103.1674960607,6.7725143262,28.0322739101,-56.1158318942,7.0872603047,5.7503904547,-30.9180762885,12.1419777244,-7.8232675159,-27.412659177,9.7178197238,-9.2636715179,-18.8560435453,4.5005406711,-17.216418729,-14.6966565777,5.0247428986,-17.7504713872,-12.3325032229,5.6386187686,-7.4168748652,0.599160937,6.5290718744,-8.0266342323,-1.6547844016,-2.790468284,-8.9962820233,2.72217092,-5.3128255589,-7.2001109571,11.5798908123,-1.6647347548,-9.5534139097,7.9598272476,-3.6421336488,-11.8640943411,3.2899299719,-1.4019104665,-2.5541672041,7.1494102221,-0.6087426852,1.1980496857,9.992048392,0.4543246549,-4.6829066588,-2.1787982356,0.6996857973,7.129508683,-1.9831292798,-10.7673390765,1.4005792366,3.2543942736,-1.9232983403,5.8067058627,5.2357852596,-0.8551408155,-2.0580563103,-6.8004200998
-90.3824267072,114.0711294046,-25.4820615044,12.7442777259,17.3177211592,8.9493107018,4.4986075142,-0.7372526167,4.1399528658,19.3816728052,-5.9971637566,4.9053670824,-2.2823287884,8.4439331964,-3.970487702,2.0746431006,-10.272124652,7.4053725592,-0.3001185111,0.8380193474,-5.9307383982,1.9715903009,-2.2119181518,-1.6944169581,-6.9449575524,-0.5517731578,-5.0863384553,2.8127990011,-4.8533564583,3.5840024567,-3.7430213959,-1.6795187741,0.4226007006,1.1542214889,-1.8440238646,-1.7859610201,-4.5149796323,-0.852780733,-6.3656946994,-3.3166477708,-6.6618225246,-0.8866638888,0.1299082004,2.4239426799,-1.4007737365,2.1210795169,0.0520265502,3.0035351017,-1.5987253887,2.4332407553,-4.1178329181,-0.1490625495,-3.5093239049,-0.3967545791,-0.3060670716,3.904334464,-0.6545624193,0.646882013,-1.4201018227,-0.7731534501
-193.9271643841,58.6964173629,-18.7791451133,-0.9223353108,-15.8188795847,-4.6791656853,-11.131015871,1.6256051374,-27.8300068296,-7.2049917437,-8.2819209201,-1.711210537,6.356800574,14.7338733793,21.7494905907,22.442891242,12.2024046322,11.9339961091,8.3990968283,7.4190595806,-12.7086688774,-12.036450666,-13.284370309,14.2876846875,7.5694267549,-6.726914982,-1.4401908351,22.0436052595,5.9599516587,-17.035588141,-24.6503149382,12.0190344067,25.473667994,14.0655457631,-6.9209084011,-2.1456915826,-12.3796137255,-14.9243883476,12.5939013879,22.7341131297,-10.8991580683,-10.3527207064,-4.4556730465,-5.3809808303,-18.8356331124,-5.295610351,2.4850055437,-1.1086075332,3.7224833777,3.4225808788,12.3873768053,7.1459450083,3.1037869464,2.514195618,-7.868033557,6.5758424688,7.7696167898,-11.6375457757,-7.8076873549,1.2215134996
-18.2740219401,65.4469315458,-67.2499997415,-7.9225217455,-21.0958183257,-6.9249274628,-18.4181623501,-3.4547414794,-18.2920618656,-4.9798882843,-19.8302974487,1.1518311261,-10.5988751565,4.3867358124,-7.3749232837,7.5907185359,-14.0917680148,7.0988611184,-7.0869996465,8.8194061062,-0.182172319,4.9438138992,-6.9170336436,6.1493182561,-8.1694635589,9.7878293674,-9.6412535197,6.3271212637,-3.9694256996,10.650906763,-7.1303413163,6.8955325678,-7.4813725728,6.6156547336,-8.2364991823,-0.0748453118,-7.1719161254,6.6923091725,-3.4983286996,5.1367438651,-0.9201326268,6.1075850698,-3.8122020512,6.4068489505,-3.9263569331,4.1788772083,-4.9748239248,4.0174467858,-1.0329922212,1.9730368506,-2.2182602694,3.6061270503,-1.8031302966,6.7275754546,-3.5106088429,5.2196377739,-1.0771246807,4.6360136798,-4.5969028187,2.2421950217
-221.0421649917,112.3841873518,14.1909623107,5.5839201211,16.5400729687,10.3029670862,4.7966610038,3.7923237331,16.0237321594,-13.6067827841,12.6908720314,-8.3558210818,9.9335379291,2.1054298802,-9.073921509,9.3025263142,-4.0780870953,-2.4584476419,-0.9301750239,0.5176733751,-3.8514660352,2.6873132135,-9.749660693,8.0930065818,-9.3703796305,8.0899679857,-7.6556234458,1.6875796711,-6.1435042552,3.3007900207,-7.086614011,3.1924781671,-3.4446462835,3.7971246463,-6.192628636,3.5588343441,-3.0400665487,2.9860013604,-4.4232829326,4.1741077053,-3.0355734408,5.1437492628,-5.1661065986,2.7935490999,-4.8541591245,4.7224772303,-4.9943559237,3.7690403445,-3.9443837038,4.0007970849,-5.9962084703,2.9282719454,-3.3139669258,4.0239740398,-3.9466375818,2.6417397774,-4.5091007904,1.3360768851,-3.2673758426,1.083742544
-293.7633572601,60.7780713595,-37.5193980082,-12.394036339,-12.282159425,15.9979650752,13.8707312654,13.5027637161,0.2198968016,11.3728760172,1.9659310972,-2.825519628,-10.8419273113,4.2082759491,4.8574275389,-2.2312800001,0.5314635351,0.5004749604,0.2663293401,5.3958505338,-7.5098056294,-8.1820290425,-0.0804280022,-4.6865016516,-1.7485092037,-1.8638439501,-8.4110495163,-3.1721885141,-6.9081435554,2.3847653117,-11.4040960954,-4.3587562107,0.7256336606,-3.1391980588,-3.0421249042,-0.9378605817,-5.2341770744,-3.0116056522,-0.3872529621,-3.4157795758,-1.6795925062,-0.9310618926,-0.8121480557,1.1509972568,-3.8764751918,-0.3262186195,-1.0408683751,-0.3168983873,2.2432561835,-3.4824371429,-1.8385448817,3.3132713804,-1.6143295091,1.2651381811,0.9960932529,1.0606606045,2.2639411802,2.5693824184,1.67859054,-0.1771017159
-169.2909700365,51.7717045108,-22.7532998702,5.3757735462,23.5893188393,-17.233373385,24.4972110117,-10.0797514902,18.0311846211,3.6321647382,-11.8496968506,13.3848774245,-15.4227734325,14.8337187539,-9.0125820915,-5.6817442158,1.4468802149,-7.6175564127,5.6536818602,-11.9714308017,-1.7064305799,1.7869236783,-12.5742549915,9.6507403961,-9.1960116024,14.1603762808,-3.0494412011,-3.2575522074,-1.4350855486,-2.5246222878,-0.2094422031,-5.4347365079,-1.6313051545,3.1949294696,-3.9440293136,9.2048456497,-3.3595356414,-0.3756446505,-2.586378077,2.8196758281,-1.5868750477,1.133759973,-1.385861656,1.3152471388,0.0787540545,2.0908993819,-2.328448503,4.314672608,0.3272916273,0.5269592206,-4.5832595604,0.8457929047,-1.1928972446,3.4042607732,-4.5323782744,4.1568171096,1.0888068776,1.3024010218,0.407937563,-0.1351029487
